1025,0
1782,0
2697,0
1836,0
2551,0
3311,0
2580,0
2646,0
7118,0
1753,0
4946,0
933,0
7386,0
687,0
120,0
6600,0
7736,0
7091,0
9004,0
6517,0
3249,0
8582,0
7612,0
6841,0
5281,0
5954,0
4366,0
4410,0
6345,0
5631,0
5196,0
7164,0
6083,0
3931,0
2303,0
5308,0
5769,0
8638,0
3654,0
2475,0
7615,0
6055,0
314,0
6393,0
1398,0
5953,0
5982,0
4865,0
8802,0
2989,0
5191,0
23,0
2765,0
8149,0
5018,0
4658,0
4239,0
1915,0
2800,0
3777,0
709,0
368,0
7208,0
4819,0
2641,0
8926,0
4294,0
7426,0
546,0
3538,0
4152,0
7096,0
7731,0
8643,0
6510,0
8222,0
4245,0
3705,0
3364,0
8281,0
5301,0
946,0
3938,0
7792,0
623,0
184,0
7743,0
4656,0
5016,0
7322,0
5805,0
4237,0
1569,0
6780,0
5132,0
5553,0
5921,0
4313,0
4465,0
4817,0
6330,0
862,0
7902,0
2589,0
4004,0
1263,0
7049,0
6609,0
7098,0
5879,0
1967,0
599,0
7660,0
2699,0
8712,0
6441,0
2229,0
417,0
865,0
6337,0
5643,0
7116,0
1264,0
2710,0
1173,0
7738,0
1960,0
239,0
2142,0
2284,0
8479,0
1895,0
2634,0
2193,0
1721,0
5198,0
5306,0
8953,0
8286,0
941,0
533,0
4127,0
7795,0
5011,0
8636,0
990,0
245,0
2809,0
4230,0
4791,0
5676,0
5217,0
4825,0
1309,0
8430,0
7542,0
422,0
850,0
5100,0
8080,0
2432,0
2840,0
4618,0
2891,0
3504,0
3976,0
1251,0
8568,0
3041,0
3387,0
1375,0
1403,0
3356,0
3883,0
1062,0
7629,0
4205,0
5445,0
8603,0
3119,0
5333,0
4573,0
6581,0
6718,0
2267,0
8839,0
1876,0
1404,0
3097,0
2449,0
277,0
5830,0
616,0
2028,0
9044,0
5755,0
6640,0
4574,0
973,0
2498,0
7683,0
7124,0
8390,0
4450,0
8845,0
7937,0
7545,0
6473,0
353,0
886,0
8894,0
6012,0
8087,0
5107,0
8219,0
1952,0
1287,0
8678,0
3614,0
2722,0
2896,0
1256,0
4043,0
3048,0
16,0
2608,0
8837,0
7537,0
7290,0
7994,0
7241,0
4881,0
5514,0
3099,0
4092,0
4735,0
279,0
6559,0
2835,0
2447,0
7778,0
6138,0
1645,0
4908,0
3034,0
1761,0
859,0
1804,0
4328,0
5568,0
3484,0
2563,0
8089,0
1289,0
6144,0
5051,0
7072,0
2898,0
6253,0
3033,0
1766,0
4038,0
3452,0
5219,0
2916,0
1010,0
2105,0
5437,0
1529,0
4277,0
8210,0
7703,0
5056,0
1199,0
7075,0
8566,0
4973,0
6254,0
796,0
8442,0
4425,0
5961,0
5513,0
6067,0
7627,0
2491,0
1584,0
6624,0
1188,0
917,0
3969,0
7877,0
8577,0
8905,0
5885,0
5350,0
4266,0
7373,0
6533,0
6294,0
4607,0
6152,0
2114,0
1777,0
8388,0
1595,0
6239,0
3915,0
7479,0
3670,0
2030,0
8482,0
8325,0
490,0
337,0
756,0
6700,0
787,0
441,0
7286,0
4393,0
1654,0
2320,0
3912,0
3216,0
6548,0
7308,0
6129,0
1122,0
6410,0
4724,0
7631,0
7954,0
446,0
834,0
4433,0
6242,0
6997,0
5357,0
4965,0
1298,0
5853,0
9027,0
7715,0
6155,0
675,0
2572,0
1815,0
2113,0
5118,0
8049,0
3025,0
6651,0
171,0
2489,0
7802,0
7470,0
8502,0
5482,0
5821,0
4213,0
7306,0
2458,0
6934,0
5795,0
3679,0
2972,0
1415,0
1867,0
3086,0
7198,0
1074,0
1363,0
3391,0
6368,0
448,0
3436,0
5738,0
1626,0
1181,0
2094,0
1992,0
3512,0
6999,0
2424,0
2856,0
5388,0
1150,0
5577,0
4490,0
897,0
1008,0
5116,0
723,0
6775,0
393,0
7926,0
4833,0
8381,0
5201,0
2734,0
1995,0
2880,0
2355,0
3515,0
3263,0
2851,0
5428,0
5049,0
6817,0
7225,0
7582,0
7695,0
4780,0
1779,0
5667,0
1318,0
8853,0
7016,0
2329,0
965,0
5485,0
8977,0
1938,0
4214,0
5454,0
6541,0
6933,0
7301,0
5035,0
4675,0
4899,0
2166,0
758,0
1705,0
3431,0
3637,0
3983,0
228,0
7348,0
7399,0
3141,0
698,0
7566,0
3478,0
8866,0
4012,0
5683,0
96,0
7671,0
711,0
4305,0
5545,0
7210,0
5000,0
4640,0
8180,0
6115,0
254,0
7334,0
7493,0
7442,0
522,0
950,0
8530,0
8151,0
3876,0
1730,0
3065,0
2182,0
2625,0
3713,0
5158,0
1046,0
4718,0
1380,0
5007,0
6112,0
8994,0
1578,0
7333,0
957,0
282,0
7445,0
4408,0
6888,0
2185,0
6859,0
1387,0
1420,0
1852,0
8319,0
1165,0
2863,0
3984,0
588,0
8939,0
559,0
3527,0
3955,0
1613,0
6486,0
401,0
2598,0
2,0
8861,0
5234,0
7100,0
6740,0
5123,0
716,0
2128,0
91,0
5542,0
8365,0
6825,0
3309,0
988,0
4228,0
8539,0
1661,0
3134,0
3693,0
2998,0
6732,0
764,0
6044,0
1389,0
5942,0
5530,0
6857,0
2949,0
5075,0
7720,0
7087,0
640,0
3199,0
5414,0
5703,0
2231,0
3803,0
2650,0
1033,0
3307,0
2935,0
7219,0
1820,0
8655,0
4632,0
647,0
3639,0
6167,0
8593,0
4986,0
2418,0
3258,0
226,0
550,0
922,0
7430,0
4525,0
8930,0
7051,0
8868,0
3017,0
6798,0
3761,0
2686,0
2540,0
2932,0
1827,0
2005,0
2816,0
3224,0
8299,0
4559,0
3920,0
2312,0
2773,0
474,0
6354,0
4873,0
8814,0
7175,0
5187,0
5620,0
1099,0
1048,0
4716,0
6043,0
4039,0
4458,0
3821,0
3453,0
2565,0
1470,0
1802,0
5391,0
8211,0
7363,0
4617,0
662,0
6142,0
7074,0
6634,0
5086,0
5721,0
6980,0
575,0
8022,0
451,0
7531,0
4383,0
480,0
6407,0
8754,0
5173,0
746,0
2178,0
2441,0
3201,0
1926,0
1692,0
168,0
3116,0
1222,0
8969,0
1585,0
509,0
7469,0
2490,0
790,0
6717,0
2609,0
8782,0
4042,0
7291,0
3428,0
824,0
8444,0
6400,0
7995,0
5174,0
8753,0
4093,0
3206,0
2446,0
2027,0
6139,0
3111,0
2751,0
1760,0
3035,0
3792,0
3454,0
889,0
